u,v,sim,source
Q64P__bottom,Q81P__bottom,0.5030394256932785,4_тон_манера
Q64P__bottom,Q171P__bottom,0.5947390513502169,3_личное_содержание
Q64P__bottom,Q172P__bottom,0.5227732793522267,3_личное_содержание
Q64P__bottom,Q239P__bottom,0.545653506084216,4_тон_манера
Q64P__top,Q171P__top,0.5143223023522275,3_личное_содержание
Q65P__bottom,Q69P__bottom,0.5557025596716708,3_личное_содержание
Q65P__bottom,Q70P__bottom,0.507189378757515,4_тон_манера
Q65P__middle,Q69P__middle,0.5838620952588437,4_тон_манера
Q65P__middle,Q70P__middle,0.5419356665534035,4_тон_манера
Q66P__bottom,Q67P__bottom,0.637844471717059,3_личное_содержание
Q66P__bottom,Q68P__bottom,0.5097415284988556,3_личное_содержание
Q66P__middle,Q67P__middle,0.714864548972754,3_личное_содержание
Q66P__middle,Q68P__middle,0.5585652544939026,3_личное_содержание
Q66P__middle,Q72P__middle,0.5371826436872899,4_тон_манера
Q66P__middle,Q77P__middle,0.5176890619928595,4_тон_манера
Q66P__top,Q67P__top,0.748507017020006,3_личное_содержание
Q66P__top,Q68P__top,0.6361060681080486,3_личное_содержание
Q66P__top,Q71P__top,0.5901713902719264,3_личное_содержание
Q66P__top,Q73P__top,0.602173256866888,3_личное_содержание
Q66P__top,Q74P__top,0.5656759559586064,4_тон_манера
Q66P__top,Q76P__top,0.5695773339526242,4_тон_манера
Q66P__top,Q77P__top,0.5642955191685459,4_тон_манера
Q66P__top,Q82P__top,0.5594933625624162,4_тон_манера
Q66P__top,Q83P__top,0.535713397188705,4_тон_манера
Q66P__top,Q84P__top,0.5634826921881797,4_тон_манера
Q66P__top,Q85P__top,0.5338919145370759,4_тон_манера
Q66P__top,Q86P__top,0.5420415224913495,4_тон_манера
Q66P__top,Q87P__top,0.5420256823614431,4_тон_манера
Q66P__top,Q89P__top,0.5332649269253168,4_тон_манера
Q67P__middle,Q68P__middle,0.5688523686097171,3_личное_содержание
Q67P__middle,Q72P__middle,0.5402014725035218,4_тон_манера
Q67P__middle,Q77P__middle,0.5308796346634772,3_личное_содержание
Q67P__top,Q68P__top,0.6492673267326733,3_личное_содержание
Q67P__top,Q71P__top,0.6310218804879206,1_среда_страна
Q67P__top,Q73P__top,0.5881861454324488,3_личное_содержание
Q67P__top,Q74P__top,0.5981831347508393,4_тон_манера
Q67P__top,Q76P__top,0.5974762970310734,4_тон_манера
Q67P__top,Q77P__top,0.6052111542121057,3_личное_содержание
Q67P__top,Q79P__middle,0.5166352953146461,4_тон_манера
Q67P__top,Q80P__middle,0.5047334454963213,4_тон_манера
Q67P__top,Q82P__top,0.5940189067991759,4_тон_манера
Q67P__top,Q83P__top,0.5581256972852362,4_тон_манера
Q67P__top,Q84P__top,0.5877557346559207,4_тон_манера
Q67P__top,Q85P__top,0.5486900780379041,4_тон_манера
Q67P__top,Q86P__top,0.5498824668141593,4_тон_манера
Q67P__top,Q87P__top,0.5733078542151324,4_тон_манера
Q67P__top,Q89P__top,0.5590173922676415,4_тон_манера
Q67P__top,Q113__bottom,0.5022902161964089,4_тон_манера
Q68P__middle,Q72P__middle,0.5314786867507617,4_тон_манера
Q68P__middle,Q73P__middle,0.5142992761362288,4_тон_манера
Q68P__middle,Q77P__middle,0.5274583051445716,4_тон_манера
Q68P__top,Q69P__middle,0.5008080642068644,4_тон_манера
Q68P__top,Q70P__middle,0.5014325858174004,4_тон_манера
Q68P__top,Q71P__top,0.601680207259099,4_тон_манера
Q68P__top,Q73P__top,0.5980587909040488,3_личное_содержание
Q68P__top,Q74P__top,0.6092423328538951,3_личное_содержание
Q68P__top,Q76P__top,0.587814756978333,4_тон_манера
Q68P__top,Q77P__top,0.5814791161067825,4_тон_манера
Q68P__top,Q79P__middle,0.5284539867507383,4_тон_манера
Q68P__top,Q80P__middle,0.5150048402710552,4_тон_манера
Q68P__top,Q82P__top,0.5969036334913113,4_тон_манера
Q68P__top,Q83P__top,0.5647707083451348,4_тон_манера
Q68P__top,Q84P__top,0.5835670576236613,4_тон_манера
Q68P__top,Q85P__top,0.566891407258643,4_тон_манера
Q68P__top,Q86P__top,0.5790876145811128,4_тон_манера
Q68P__top,Q87P__top,0.566475808760378,4_тон_манера
Q68P__top,Q89P__top,0.561892269525792,4_тон_манера
Q69P__bottom,Q70P__bottom,0.7193344131939331,3_личное_содержание
Q69P__bottom,Q78P__bottom,0.5533566450908911,4_тон_манера
Q69P__bottom,Q79P__bottom,0.5604750118196735,4_тон_манера
Q69P__bottom,Q80P__bottom,0.5345879669232962,4_тон_манера
Q69P__bottom,Q81P__bottom,0.5233129004521122,4_тон_манера
Q69P__bottom,Q88P__bottom,0.5142188846485288,4_тон_манера
Q69P__bottom,Q112__top,0.5373490455784963,4_тон_манера
Q69P__bottom,Q116__top,0.5610874549623321,3_личное_содержание
Q69P__bottom,Q229P__bottom,0.5261152336475374,4_тон_манера
Q69P__bottom,Q253P__bottom,0.5223379691778983,4_тон_манера
Q69P__middle,Q70P__middle,0.661563988652786,3_личное_содержание
Q69P__middle,Q71P__top,0.5132262635805385,4_тон_манера
Q69P__middle,Q74P__top,0.5176431790700231,4_тон_манера
Q69P__middle,Q75P__middle,0.5318572579922988,4_тон_манера
Q69P__middle,Q76P__top,0.5069157246576601,4_тон_манера
Q69P__middle,Q78P__middle,0.530039123211319,4_тон_манера
Q69P__middle,Q79P__middle,0.5240966921119593,4_тон_манера
Q69P__middle,Q80P__middle,0.5193172963326044,4_тон_манера
Q69P__middle,Q81P__middle,0.5161506017899393,4_тон_манера
Q69P__middle,Q88P__middle,0.5167909906249093,4_тон_манера
Q69P__top,Q70P__top,0.5986998304126625,3_личное_содержание
Q70P__bottom,Q78P__bottom,0.6234283580231544,2_группа_демография
Q70P__bottom,Q79P__bottom,0.575357563951402,4_тон_манера
Q70P__bottom,Q80P__bottom,0.5417762120096751,4_тон_манера
Q70P__bottom,Q81P__bottom,0.530626835184476,4_тон_манера
Q70P__bottom,Q88P__bottom,0.5328843552750225,4_тон_манера
Q70P__bottom,Q112__top,0.5789823662693331,1_среда_страна
Q70P__bottom,Q116__top,0.5370604604098154,3_личное_содержание
Q70P__bottom,Q229P__bottom,0.522010582010582,4_тон_манера
Q70P__bottom,Q253P__bottom,0.514321882446386,4_тон_манера
Q70P__middle,Q71P__top,0.5317061554947018,4_тон_манера
Q70P__middle,Q73P__top,0.5219968087531343,4_тон_манера
Q70P__middle,Q74P__top,0.5231353054748008,4_тон_манера
Q70P__middle,Q75P__middle,0.5171293161814489,4_тон_манера
Q70P__middle,Q76P__top,0.510729017008852,4_тон_манера
Q70P__middle,Q78P__middle,0.5353088320184722,3_личное_содержание
Q70P__middle,Q79P__middle,0.5137555817892522,3_личное_содержание
Q70P__middle,Q80P__middle,0.5114925070878898,4_тон_манера
Q70P__middle,Q81P__middle,0.503048543185533,4_тон_манера
Q70P__middle,Q88P__middle,0.5097236438075742,4_тон_манера
Q71P__bottom,Q72P__bottom,0.5852790283739923,3_личное_содержание
Q71P__bottom,Q73P__bottom,0.663767877014384,3_личное_содержание
Q71P__bottom,Q76P__bottom,0.5589285714285714,3_личное_содержание
Q71P__middle,Q72P__middle,0.5443162020905923,4_тон_манера
Q71P__middle,Q73P__middle,0.6159267089499648,3_личное_содержание
Q71P__middle,Q74P__middle,0.5346585942305825,3_личное_содержание
Q71P__middle,Q76P__middle,0.5186826467922248,3_личное_содержание
Q71P__top,Q72P__top,0.561456825856247,3_личное_содержание
Q71P__top,Q73P__top,0.7136094674556213,2_группа_демография
Q71P__top,Q74P__top,0.7022423506020103,1_среда_страна
Q71P__top,Q75P__middle,0.5111011033551002,4_тон_манера
Q71P__top,Q76P__top,0.6955850144092219,1_среда_страна
Q71P__top,Q77P__top,0.642804536750626,1_среда_страна
Q71P__top,Q78P__middle,0.5054506335166149,4_тон_манера
Q71P__top,Q79P__middle,0.5412109035890568,4_тон_манера
Q71P__top,Q80P__middle,0.5472984920053551,4_тон_манера
Q71P__top,Q81P__middle,0.5111193752324285,4_тон_манера
Q71P__top,Q82P__top,0.619121636036695,2_группа_демография
Q71P__top,Q83P__top,0.5938128460411649,4_тон_манера
Q71P__top,Q84P__top,0.6143854031356675,4_тон_манера
Q71P__top,Q85P__top,0.5971233068007261,4_тон_манера
Q71P__top,Q86P__top,0.5652933997427186,4_тон_манера
Q71P__top,Q87P__top,0.6181843420322043,1_среда_страна
Q71P__top,Q88P__middle,0.5064056633515807,4_тон_манера
Q71P__top,Q89P__top,0.6014657709177724,4_тон_манера
Q71P__top,Q113__bottom,0.5919351505270168,1_среда_страна
Q71P__top,Q114__bottom,0.538802754425246,4_тон_манера
Q71P__top,Q115__bottom,0.5345994694960212,3_личное_содержание
Q71P__top,Q163__top,0.5193708573053617,4_тон_манера
Q71P__top,Q170P__top,0.5038912909203211,4_тон_манера
Q71P__top,Q186__bottom,0.5252228378703927,1_среда_страна
Q71P__top,Q193__bottom,0.5165043656709194,4_тон_манера
Q71P__top,Q199P__top,0.5108667620097063,4_тон_манера
Q71P__top,Q211P__bottom,0.5046452797241935,4_тон_манера
Q71P__top,Q212P__bottom,0.5060519564981754,4_тон_манера
Q71P__top,Q227P__bottom,0.5169989126495107,4_тон_манера
Q71P__top,Q230P__bottom,0.5260601286595773,4_тон_манера
Q71P__top,Q252__top,0.5570075530511929,3_личное_содержание
Q71P__top,Q253P__middle,0.5286336315017275,4_тон_манера
Q71P__top,Q254P__top,0.5071656501954268,4_тон_манера
Q72P__bottom,Q73P__bottom,0.714860127843838,3_личное_содержание
Q72P__bottom,Q76P__bottom,0.5036257392283864,3_личное_содержание
Q72P__middle,Q73P__middle,0.6649728164358113,3_личное_содержание
Q72P__middle,Q74P__middle,0.5093080724876442,4_тон_манера
Q72P__middle,Q77P__middle,0.5369440258943021,4_тон_манера
Q72P__top,Q73P__top,0.6629814760364598,3_личное_содержание
Q73P__bottom,Q76P__bottom,0.559612518628912,3_личное_содержание
Q73P__middle,Q74P__middle,0.580659973062324,4_тон_манера
Q73P__middle,Q76P__middle,0.5297183923999876,4_тон_манера
Q73P__middle,Q77P__middle,0.5083288248526439,4_тон_манера
Q73P__middle,Q82P__middle,0.5132411357952038,4_тон_манера
Q73P__middle,Q84P__middle,0.5142827319856651,4_тон_манера
Q73P__top,Q74P__top,0.6355243886201234,3_личное_содержание
Q73P__top,Q76P__top,0.6246933196252074,3_личное_содержание
Q73P__top,Q77P__top,0.568805074914225,4_тон_манера
Q73P__top,Q82P__top,0.5505717605332355,4_тон_манера
Q73P__top,Q83P__top,0.5252590835310276,4_тон_манера
Q73P__top,Q84P__top,0.5524856715674059,4_тон_манера
Q73P__top,Q85P__top,0.5255609400823552,4_тон_манера
Q73P__top,Q86P__top,0.5257642527499219,4_тон_манера
Q73P__top,Q87P__top,0.5357670747692221,4_тон_манера
Q73P__top,Q89P__top,0.5237989138003064,4_тон_манера
Q73P__top,Q113__bottom,0.5096370695868498,3_личное_содержание
Q73P__top,Q252__top,0.575348933282186,3_личное_содержание
Q74P__bottom,Q76P__bottom,0.5028471309680246,3_личное_содержание
Q74P__middle,Q76P__middle,0.5238157083022176,3_личное_содержание
Q74P__middle,Q77P__middle,0.503855455968132,3_личное_содержание
Q74P__middle,Q82P__middle,0.5070030149219555,4_тон_манера
Q74P__middle,Q84P__middle,0.5009804970228545,4_тон_манера
Q74P__middle,Q89P__middle,0.5015035590575159,3_личное_содержание
Q74P__top,Q75P__middle,0.5784740418350579,4_тон_манера
Q74P__top,Q76P__top,0.6979298409106037,1_среда_страна
Q74P__top,Q77P__top,0.6431120950616727,1_среда_страна
Q74P__top,Q78P__middle,0.5059259749718599,4_тон_манера
Q74P__top,Q79P__middle,0.5605721336197048,4_тон_манера
Q74P__top,Q80P__middle,0.5730423620025674,4_тон_манера
Q74P__top,Q81P__middle,0.5306823090739604,4_тон_манера
Q74P__top,Q82P__top,0.6374564114194994,1_среда_страна
Q74P__top,Q83P__top,0.6616222155628808,1_среда_страна
Q74P__top,Q84P__top,0.6038227389897439,4_тон_манера
Q74P__top,Q85P__top,0.6639731200710874,1_среда_страна
Q74P__top,Q86P__top,0.5696206283343213,4_тон_манера
Q74P__top,Q87P__top,0.6463183540877098,1_среда_страна
Q74P__top,Q88P__middle,0.5214536015574303,4_тон_манера
Q74P__top,Q89P__top,0.6616052060737527,1_среда_страна
Q74P__top,Q113__bottom,0.6242829605889594,1_среда_страна
Q74P__top,Q114__bottom,0.582353066757755,4_тон_манера
Q74P__top,Q115__bottom,0.5907239042799554,4_тон_манера
Q74P__top,Q116__middle,0.561364240758798,4_тон_манера
Q74P__top,Q117__middle,0.54163474969585,4_тон_манера
Q74P__top,Q136P__bottom,0.5330757139114488,4_тон_манера
Q74P__top,Q137P__bottom,0.5040228941380686,4_тон_манера
Q74P__top,Q163__top,0.5632722156267863,4_тон_манера
Q74P__top,Q199P__top,0.5173613390219889,4_тон_манера
Q74P__top,Q227P__bottom,0.5561848277873654,4_тон_манера
Q74P__top,Q230P__bottom,0.5261390039397918,4_тон_манера
Q74P__top,Q231P__bottom,0.510860920568645,4_тон_манера
Q74P__top,Q253P__middle,0.5350271991508557,4_тон_манера
Q75P__bottom,Q79P__bottom,0.5032490169283543,4_тон_манера
Q75P__bottom,Q80P__bottom,0.5179606736402957,3_личное_содержание
Q75P__bottom,Q88P__bottom,0.5080215729109776,4_тон_манера
Q75P__middle,Q76P__top,0.5556182692524778,4_тон_манера
Q75P__middle,Q77P__top,0.5327242257983058,4_тон_манера
Q75P__middle,Q78P__middle,0.5342767295597485,4_тон_манера
Q75P__middle,Q79P__middle,0.5925340890613022,4_тон_манера
Q75P__middle,Q80P__middle,0.6120393354974222,4_тон_манера
Q75P__middle,Q81P__middle,0.5705097059299877,4_тон_манера
Q75P__middle,Q82P__top,0.5117226447881947,4_тон_манера
Q75P__middle,Q83P__top,0.56348928945923,4_тон_манера
Q75P__middle,Q85P__top,0.5532807104094721,4_тон_манера
Q75P__middle,Q87P__top,0.536285698683995,4_тон_манера
Q75P__middle,Q88P__middle,0.5639604788540958,4_тон_манера
Q75P__middle,Q89P__top,0.5506052594963128,4_тон_манера
Q75P__middle,Q113__bottom,0.5472807447329741,4_тон_манера
Q75P__middle,Q115__bottom,0.5387899435076976,4_тон_манера
Q75P__middle,Q116__middle,0.5507762902902457,4_тон_манера
Q75P__middle,Q117__middle,0.5465906003803315,4_тон_манера
Q75P__middle,Q131P__middle,0.5307294914046495,4_тон_манера
Q75P__middle,Q253P__middle,0.5196511470681029,4_тон_манера
Q76P__top,Q77P__top,0.6484534129126995,3_личное_содержание
Q76P__top,Q79P__middle,0.5528952161825328,4_тон_манера
Q76P__top,Q80P__middle,0.5602962525528408,4_тон_манера
Q76P__top,Q81P__middle,0.5280535949276229,4_тон_манера
Q76P__top,Q82P__top,0.6362437351622263,2_группа_демография
Q76P__top,Q83P__top,0.6405476042314873,2_группа_демография
Q76P__top,Q84P__top,0.5982049617566538,4_тон_манера
Q76P__top,Q85P__top,0.6559025346590114,1_среда_страна
Q76P__top,Q86P__top,0.5817547055251974,4_тон_манера
Q76P__top,Q87P__top,0.6355410785378212,2_группа_демография
Q76P__top,Q88P__middle,0.5192673835509909,4_тон_манера
Q76P__top,Q89P__top,0.6299707805760401,3_личное_содержание
Q76P__top,Q113__bottom,0.6093576709796673,1_среда_страна
Q76P__top,Q114__bottom,0.5599872503187421,4_тон_манера
Q76P__top,Q115__bottom,0.5687402766234043,2_группа_демография
Q76P__top,Q116__middle,0.5306693703026162,4_тон_манера
Q76P__top,Q117__middle,0.5147986087737013,4_тон_манера
Q76P__top,Q136P__bottom,0.5179700317182544,4_тон_манера
Q76P__top,Q137P__bottom,0.5202375181774115,4_тон_манера
Q76P__top,Q163__top,0.539500307908859,4_тон_манера
Q76P__top,Q199P__top,0.5508427869379506,4_тон_манера
Q76P__top,Q224P__top,0.5142537313432836,3_личное_содержание
Q76P__top,Q227P__bottom,0.5856560163154316,1_среда_страна
Q76P__top,Q230P__bottom,0.5747782994261867,1_среда_страна
Q76P__top,Q231P__bottom,0.5482752466664967,2_группа_демография
Q76P__top,Q238P__top,0.5248899503605882,4_тон_манера
Q76P__top,Q252__top,0.5186320973887185,4_тон_манера
Q76P__top,Q253P__middle,0.5322187391152908,4_тон_манера
Q77P__middle,Q78P__bottom,0.5458833619210978,4_тон_манера
Q77P__middle,Q79P__bottom,0.5048067490680792,4_тон_манера
Q77P__middle,Q82P__middle,0.5137658771026433,3_личное_содержание
Q77P__middle,Q84P__middle,0.5181157046452205,3_личное_содержание
Q77P__middle,Q89P__middle,0.503962072468676,3_личное_содержание
Q77P__top,Q78P__middle,0.5593274111675127,4_тон_манера
Q77P__top,Q79P__middle,0.5602779736126499,4_тон_манера
Q77P__top,Q80P__middle,0.5627050020500205,4_тон_манера
Q77P__top,Q81P__middle,0.5299276309176801,4_тон_манера
Q77P__top,Q82P__top,0.6454637998580991,3_личное_содержание
Q77P__top,Q83P__top,0.6171939997478886,4_тон_манера
Q77P__top,Q84P__top,0.6304699191858725,3_личное_содержание
Q77P__top,Q85P__top,0.6168427594779367,4_тон_манера
Q77P__top,Q86P__top,0.5882701032283516,4_тон_манера
Q77P__top,Q87P__top,0.6506129104813315,3_личное_содержание
Q77P__top,Q88P__middle,0.5140673745671027,4_тон_манера
Q77P__top,Q89P__top,0.6406617400067182,3_личное_содержание
Q77P__top,Q113__bottom,0.531672983216026,4_тон_манера
Q77P__top,Q114__bottom,0.5414018247070523,4_тон_манера
Q77P__top,Q115__bottom,0.5091221432143866,4_тон_манера
Q77P__top,Q163__top,0.5018933028612399,4_тон_манера
Q78P__bottom,Q79P__bottom,0.6173442011395865,3_личное_содержание
Q78P__bottom,Q80P__bottom,0.5720080067425201,4_тон_манера
Q78P__bottom,Q81P__bottom,0.5534539892939078,4_тон_манера
Q78P__bottom,Q88P__bottom,0.5480633265866305,4_тон_манера
Q78P__bottom,Q112__top,0.5027724174992061,4_тон_манера
Q78P__middle,Q79P__middle,0.5687348706841636,3_личное_содержание
Q78P__middle,Q80P__middle,0.5517823403451316,3_личное_содержание
Q78P__middle,Q81P__middle,0.5379347491535857,4_тон_манера
Q78P__middle,Q84P__top,0.5208391521583962,4_тон_манера
Q78P__middle,Q86P__top,0.5005015045135406,4_тон_манера
Q78P__middle,Q87P__top,0.5266980870529526,4_тон_манера
Q78P__middle,Q88P__middle,0.5233816087942768,4_тон_манера
Q78P__middle,Q89P__top,0.5064884649511979,4_тон_манера
Q79P__bottom,Q80P__bottom,0.7218256357329205,3_личное_содержание
Q79P__bottom,Q81P__bottom,0.6716300720675248,3_личное_содержание
Q79P__bottom,Q88P__bottom,0.6037724122929679,3_личное_содержание
Q79P__middle,Q80P__middle,0.7143837182712097,3_личное_содержание
Q79P__middle,Q81P__middle,0.6647678944248266,3_личное_содержание
Q79P__middle,Q82P__top,0.5607704160246533,4_тон_манера
Q79P__middle,Q83P__top,0.5604580921218223,4_тон_манера
Q79P__middle,Q84P__top,0.5444925002300542,4_тон_манера
Q79P__middle,Q85P__top,0.5625123333239365,4_тон_манера
Q79P__middle,Q86P__top,0.534381796888071,4_тон_манера
Q79P__middle,Q87P__top,0.5445789222431271,4_тон_манера
Q79P__middle,Q88P__middle,0.6000528138020069,3_личное_содержание
Q79P__middle,Q89P__top,0.5563171441360788,4_тон_манера
Q79P__middle,Q113__bottom,0.5083614423488052,4_тон_манера
Q79P__middle,Q117__middle,0.502394547798858,4_тон_манера
Q79P__middle,Q253P__middle,0.5077194098505052,4_тон_манера
Q79P__top,Q80P__top,0.6188625927234193,3_личное_содержание
Q79P__top,Q81P__top,0.5211010291699653,3_личное_содержание
Q80P__bottom,Q81P__bottom,0.7179000245037981,3_личное_содержание
Q80P__bottom,Q88P__bottom,0.61468888133288,3_личное_содержание
Q80P__middle,Q81P__middle,0.68187329493786,3_личное_содержание
Q80P__middle,Q82P__top,0.5695239293126219,4_тон_манера
Q80P__middle,Q83P__top,0.5717221009374599,4_тон_манера
Q80P__middle,Q84P__top,0.5349995472244861,4_тон_манера
Q80P__middle,Q85P__top,0.5696896621020296,4_тон_манера
Q80P__middle,Q86P__top,0.5277722935176045,4_тон_манера
Q80P__middle,Q87P__top,0.55228012099766,4_тон_манера
Q80P__middle,Q88P__middle,0.5912084723632671,3_личное_содержание
Q80P__middle,Q89P__top,0.5626047198477835,4_тон_манера
Q80P__middle,Q113__bottom,0.5226309378806334,4_тон_манера
Q80P__middle,Q114__bottom,0.5115831842576029,4_тон_манера
Q80P__middle,Q115__bottom,0.5147075296278871,4_тон_манера
Q80P__middle,Q116__middle,0.5188071054218264,4_тон_манера
Q80P__middle,Q117__middle,0.5185944087237099,4_тон_манера
Q80P__middle,Q131P__middle,0.5030932284672933,4_тон_манера
Q80P__middle,Q253P__middle,0.5204242834574588,4_тон_манера
Q80P__top,Q81P__top,0.585171568627451,3_личное_содержание
Q81P__bottom,Q88P__bottom,0.6185417997243605,3_личное_содержание
Q81P__middle,Q82P__top,0.5456964580657001,4_тон_манера
Q81P__middle,Q83P__top,0.5409823734423188,4_тон_манера
Q81P__middle,Q84P__top,0.5248591570975587,4_тон_манера
Q81P__middle,Q85P__top,0.5386302910982984,4_тон_манера
Q81P__middle,Q86P__top,0.5224385829674565,4_тон_манера
Q81P__middle,Q87P__top,0.522468443197756,4_тон_манера
Q81P__middle,Q88P__middle,0.5966260378025083,3_личное_содержание
Q81P__middle,Q89P__top,0.5317919075144508,4_тон_манера
Q81P__top,Q88P__top,0.500225850164548,3_личное_содержание
Q82P__bottom,Q83P__bottom,0.6640969162995595,3_личное_содержание
Q82P__bottom,Q84P__bottom,0.5918648064452742,3_личное_содержание
Q82P__bottom,Q85P__bottom,0.5899718142708797,3_личное_содержание
Q82P__bottom,Q86P__bottom,0.5570355860267712,3_личное_содержание
Q82P__bottom,Q87P__bottom,0.5888038064084454,3_личное_содержание
Q82P__bottom,Q89P__bottom,0.5456991313705896,3_личное_содержание
Q82P__middle,Q83P__middle,0.6172300560169982,3_личное_содержание
Q82P__middle,Q84P__middle,0.5942306923968197,3_личное_содержание
Q82P__middle,Q85P__middle,0.55231363524287,3_личное_содержание
Q82P__middle,Q86P__middle,0.5877800581494783,3_личное_содержание
Q82P__middle,Q87P__middle,0.5500166583374979,3_личное_содержание
Q82P__middle,Q89P__middle,0.5731038878266411,3_личное_содержание
Q82P__top,Q83P__top,0.7455593029792018,2_группа_демография
Q82P__top,Q84P__top,0.6915816915816916,3_личное_содержание
Q82P__top,Q85P__top,0.6879497538189623,3_личное_содержание
Q82P__top,Q86P__top,0.6696605056004439,3_личное_содержание
Q82P__top,Q87P__top,0.6911666401400605,1_среда_страна
Q82P__top,Q88P__middle,0.5388391847808534,4_тон_манера
Q82P__top,Q89P__top,0.6929173800012681,2_группа_демография
Q82P__top,Q113__bottom,0.533353374417556,4_тон_манера
Q82P__top,Q114__bottom,0.5117999295526594,4_тон_манера
Q82P__top,Q115__bottom,0.5032759367554689,4_тон_манера
Q82P__top,Q163__top,0.5030582320904902,4_тон_манера
Q83P__bottom,Q84P__bottom,0.6256845732570303,3_личное_содержание
Q83P__bottom,Q85P__bottom,0.6380623325341983,3_личное_содержание
Q83P__bottom,Q86P__bottom,0.5881087063453025,3_личное_содержание
Q83P__bottom,Q87P__bottom,0.6121065375302663,3_личное_содержание
Q83P__bottom,Q89P__bottom,0.5783043317289893,3_личное_содержание
Q83P__middle,Q84P__middle,0.589136690647482,3_личное_содержание
Q83P__middle,Q85P__middle,0.5855517813413382,3_личное_содержание
Q83P__middle,Q86P__middle,0.5796262808921037,4_тон_манера
Q83P__middle,Q87P__middle,0.5694826144103238,3_личное_содержание
Q83P__middle,Q89P__middle,0.5700787401574803,3_личное_содержание
Q83P__top,Q84P__top,0.7046893096668193,3_личное_содержание
Q83P__top,Q85P__top,0.7440675657267403,1_среда_страна
Q83P__top,Q86P__top,0.6819463205497152,3_личное_содержание
Q83P__top,Q87P__top,0.7314647133551369,1_среда_страна
Q83P__top,Q88P__middle,0.560829853862213,4_тон_манера
Q83P__top,Q89P__top,0.7469506292352371,1_среда_страна
Q83P__top,Q113__bottom,0.572965146343986,4_тон_манера
Q83P__top,Q114__bottom,0.5682241206509807,4_тон_манера
Q83P__top,Q115__bottom,0.5718607088414634,4_тон_манера
Q83P__top,Q116__middle,0.5452606517533852,4_тон_манера
Q83P__top,Q117__middle,0.5530781273673047,4_тон_манера
Q83P__top,Q122__top,0.5347423711855928,4_тон_манера
Q83P__top,Q123__top,0.545855419484555,4_тон_манера
Q83P__top,Q163__top,0.5526111653279283,4_тон_манера
Q83P__top,Q253P__middle,0.5133019173710325,4_тон_манера
Q84P__bottom,Q85P__bottom,0.6959653260246033,3_личное_содержание
Q84P__bottom,Q86P__bottom,0.6677561282212445,3_личное_содержание
Q84P__bottom,Q87P__bottom,0.7176998745626196,3_личное_содержание
Q84P__bottom,Q89P__bottom,0.6181107759802578,3_личное_содержание
Q84P__middle,Q85P__middle,0.6566966259024606,3_личное_содержание
Q84P__middle,Q86P__middle,0.6485380347093779,3_личное_содержание
Q84P__middle,Q87P__middle,0.6662550516389762,3_личное_содержание
Q84P__middle,Q88P__bottom,0.5026632824509348,4_тон_манера
Q84P__middle,Q89P__middle,0.6448895970862736,3_личное_содержание
Q84P__top,Q85P__top,0.7413326422483298,3_личное_содержание
Q84P__top,Q86P__top,0.740894646785627,3_личное_содержание
Q84P__top,Q87P__top,0.7691068814055637,2_группа_демография
Q84P__top,Q88P__middle,0.562024835276229,4_тон_манера
Q84P__top,Q89P__top,0.7298519141043847,3_личное_содержание
Q84P__top,Q113__bottom,0.5121140142517815,4_тон_манера
Q85P__bottom,Q86P__bottom,0.6432719010350921,3_личное_содержание
Q85P__bottom,Q87P__bottom,0.6808252427184466,3_личное_содержание
Q85P__bottom,Q89P__bottom,0.6434682964094729,3_личное_содержание
Q85P__middle,Q86P__middle,0.647860875244938,3_личное_содержание
Q85P__middle,Q87P__middle,0.6466688359228829,3_личное_содержание
Q85P__middle,Q89P__middle,0.6326398967908402,3_личное_содержание
Q85P__top,Q86P__top,0.7180433636279041,3_личное_содержание
Q85P__top,Q87P__top,0.7678669558929863,1_среда_страна
Q85P__top,Q88P__middle,0.5711000056789142,4_тон_манера
Q85P__top,Q89P__top,0.76232144409353,1_среда_страна
Q85P__top,Q113__bottom,0.5760658778561591,1_среда_страна
Q85P__top,Q114__bottom,0.5530949771922224,4_тон_манера
Q85P__top,Q115__bottom,0.5571893762084054,4_тон_манера
Q85P__top,Q116__middle,0.5283965695775695,4_тон_манера
Q85P__top,Q117__middle,0.530384956823501,4_тон_манера
Q85P__top,Q123__top,0.5293524507513342,4_тон_манера
Q85P__top,Q163__top,0.5323781924545676,4_тон_манера
Q85P__top,Q199P__top,0.5307533397603635,4_тон_манера
Q85P__top,Q227P__bottom,0.5234975084657104,4_тон_манера
Q85P__top,Q230P__bottom,0.518510900863842,4_тон_манера
Q85P__top,Q253P__middle,0.522163070888204,4_тон_манера
Q86P__bottom,Q87P__bottom,0.6509059319930504,3_личное_содержание
Q86P__bottom,Q89P__bottom,0.5783094098883572,3_личное_содержание
Q86P__middle,Q87P__middle,0.629001578372253,3_личное_содержание
Q86P__middle,Q89P__middle,0.631440329218107,3_личное_содержание
Q86P__top,Q87P__top,0.708822974926161,3_личное_содержание
Q86P__top,Q88P__middle,0.5642404847824607,4_тон_манера
Q86P__top,Q89P__top,0.6914975995044138,3_личное_содержание
Q86P__top,Q113__bottom,0.5106733331337385,4_тон_манера
Q87P__bottom,Q89P__bottom,0.6721323162472375,3_личное_содержание
Q87P__middle,Q89P__middle,0.6768980949740584,3_личное_содержание
Q87P__top,Q88P__middle,0.5663322497477862,4_тон_манера
